Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4104100000,12104300000,17912900000,12182600000,9634300000,8764900000,22060400000,25044700000,15178400000,..
"Korea, Rep.",KOR,Forest area (sq. km),AG.LND.FRST.K2,63370,63250,63170,63070,62970,62870,62770,62670,..,..
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37,..
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.80910326824133,2.94688171508626,3.15963574012777,2.90740377377135,2.24397786011012,-0.709415359397681,4.30473481906969,2.61267219187226,1.35673324311098,..
"Korea, Rep.",KOR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,28720,29330,30290,32740,33830,33040,35180,36160,35490,..
"Korea, Rep.",KOR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,38030,39720,41120,43220,44240,45540,48960,51980,53180,..
"Korea, Rep.",KOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1465140433530.29,1502019360877,1555716400575.95,1688927029003.05,1750991514984.69,1712697394005.83,1821292793344.68,1868326792926.96,1835475723745.7,..
"Korea, Rep.",KOR,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1939898096852.87,2034377961086.03,2112226195329.95,2229385035793.88,2290263550424.36,2360460945631.06,2534876140736.86,2686145554031.18,2749898262194.6,..
"Korea, Rep.",KOR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.5292808218765,30.1426786021619,32.2880634736146,31.487184177201,31.4949336660816,31.8845852650415,32.3271937750171,33.1813562926262,32.129273979048,..
"Korea, Rep.",KOR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,31.2119270912605,30.5250266717443,32.546316460744,36.3912233579129,32.4050621736765,35.6022265413283,36.014503674486,36.118278931217,30.0669349728022,..
"Korea, Rep.",KOR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,98,97,98,98,98,98,97,97,..
"Korea, Rep.",KOR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.142932861381,33.4711585544775,36.1867108656532,37.2755746703469,36.4812778978581,32.6744545418102,38.3222274220465,48.2646450676456,43.9440093217037,..
"Korea, Rep.",KOR,Income share held by lowest 20%,SI.DST.FRST.20,..,6.7,6.7,7.1,7.4,7.6,7.5,..,..,..
"Korea, Rep.",KOR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,34.1499356702728,34.2977996755017,34.766308535902,34.0458023068892,32.6791489168007,32.5381602000323,32.4320155023667,31.7263012565745,31.5941649740866,..
"Korea, Rep.",KOR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.18559596664953,1.98603850545349,2.22278138152841,0.482948983102617,-0.839325308149668,1.56374685675343,2.76293194144772,1.27552257409207,2.06407396162432,..
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927,83.2268292682927,83.4268292682927,83.5268292682927,82.6804878048781,83.4292682926829,..
"Korea, Rep.",KOR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,65.7046669232779,60.1207661545723,64.8258724521057,66.0762439029949,63.3136417967885,59.6073314628205,69.2625803974044,84.5296040767716,74.4280312048395,..
"Korea, Rep.",KOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.49498136452362,2.45957788108271,2.42148900075187,2.49684357635785,2.6712992167308,2.80332162242558,2.79747341419581,2.76950794900429,2.81204562667304,..
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,115.5716703,119.46123,123.581176,128.4051056,132.9873505,136.0094467,140.5658819,148.5880603,..,..
"Korea, Rep.",KOR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,2.8,..
"Korea, Rep.",KOR,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,100.9974259939,100.6376925287,95.4365792243,91.4945780192,94.9524506209,92.3017174388,..,..,..
"Korea, Rep.",KOR,Net migration,SM.POP.NETM,276427,91568,104029,118220,128622,112631,-16778,87800,87800,75963
"Korea, Rep.",KOR,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6463900000,6523600000,6526400000,7125100000,7166100000,7434800000,7742300000,7814500000,7653000000,..
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,523.525547744882,525.370072521002,526.734806686494,528.969011484824,530.377274590164,531.109006147541,530.425604508197,529.43205942623,..,..
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,0.527288497407793,0.396851823381145,0.280968018301691,0.433519027613049,0.347874968577526,0.137869266247028,-0.128757315474928,-0.187486566698935,0.077477253324535,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,..
"Korea, Rep.",KOR,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.2,0.2,0.2,0,0,0,..,..,..
"Korea, Rep.",KOR,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,0.9,..,..,0.4,..,..,..,..
"Korea, Rep.",KOR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.521743774414,103.802207946777,97.8568572998047,96.7625503540039,99.9055786132812,101.201568603516,98.4761962890625,96.0547332763672,..,..
"Korea, Rep.",KOR,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,24.8139902551051,25.7571874228072,26.1846800505088,27.4489232783243,27.8801616271049,27.90250204791,29.9337668091094,32.0041644408096,29.4603899687342,..
"Korea, Rep.",KOR,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.062088012695,99.7160110473633,98.6247100830078,98.6656723022461,99.6388168334961,99.217903137207,98.67578125,99.0333633422852,..,..
"Korea, Rep.",KOR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.995540022850037,0.99481999874115,0.995310008525848,0.995530009269714,0.9964200258255,0.9964200258255,..,..,..,..
"Korea, Rep.",KOR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,98.5931930541992,98.7179565429688,99.105583190918,99.3186569213867,98.3813018798828,97.0888214111328,98.0951538085938,97.9161987304688,..,..
"Korea, Rep.",KOR,Surface area (sq. km),AG.SRF.TOTL.K2,100295,100339,100360,100380,100400,100410,100430,100440,..,..
"Korea, Rep.",KOR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.1581443398916,13.981952981677,14.4938185341627,15.5363837327673,15.1995665314457,14.8612576736336,16.7347339402527,18.4445796703636,15.7242791307935,..
"Korea, Rep.",KOR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,2.6,3.88526952835922,3.9,3.99024573773508,5.5,5.8,5.9,5.9,5.9,5.8
"Korea, Rep.",KOR,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,Urban population growth (annual %),SP.URB.GROW,0.437904532582115,0.30861280632646,0.208604619717282,0.37951853428273,0.312269897922803,0.118218402592122,-0.128759359504165,-0.171518358139427,0.113085223805968,..
"Korea, Rep.",KOR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,..
Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,69.335,66.136,64.486,63.447,63.359,62.577,62.033,61.111,60.099,..
Mexico,MEX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,20.9437652811736,21.1679706601467,21.4767726161369,21.721271393643,21.8462102689487,21.8943765281174,21.9911980440098,..,..,..
Mexico,MEX,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,97.7,98,96.6,..,..,..,..,..,..,..
Mexico,MEX,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,66.90078956,..,..,73.10006,..,..,..,..,71.8482508570646,..
Mexico,MEX,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,50.6861176328864,53.0504914826419,53.3342277001531,52.9432450497176,56.7237028056481,61.6028018726061,60.5159430359666,58.9368163455272,58.7750793268194,..
Mexico,MEX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2225.13313655726,2297.11162864777,2265.45276231112,2542.79171309266,2430.32564224662,2245.32432237231,2650.73959396575,2351.59528868272,2412.61431663365,..
Mexico,MEX,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1527.09144608898,1512.67220353692,1464.26286767209,1482.97907989785,1458.64835451066,1349.95182163974,1398.80870495866,1419.79998134873,1400.94553221573,..
Mexico,MEX,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.1627726873238,36.8156772514808,37.5140886198874,39.0439304419331,38.5296507981357,39.2353720920404,40.5691931934194,42.7321338900631,35.9817308051803,..
Mexico,MEX,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,538015200055.6,544792453300,578638429804.9,602000702060.1,617449991504.4,616686384395,601474054897.8,585464239733.2,595917670218,..
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.137,2.086,2.041,2.03,2.02,1.99,1.97,1.94,1.91,..
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,36249951781,38899515576,33114781921,37857190609,29946364954,31527700047,35419710934,39123758094,30213854856,..
Mexico,MEX,Forest area (sq. km),AG.LND.FRST.K2,663309.1,662031.5,660753.8,659476.1,658198.5,656920.8,655643.167,654365.489,..,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46,..
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.70232342550646,1.77249323845399,1.87172853327193,1.97208210249194,-0.392690521579212,-8.3540345574586,6.04848344290505,3.68911109348025,3.19998116598492,..
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,10580,9740,9270,9560,9860,8920,9880,10720,11980,..
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18600,19580,19970,20380,20370,18730,20250,22800,24170,..
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1280511652391.39,1190381172086.54,1143310436797.59,1191161317295.42,1240366188379.62,1130586047340.22,1261065448422.25,1379016318503.75,1554141013602.26,..
Mexico,MEX,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,2251759227566.53,2393565436264.06,2464263194964.25,2538887671170.26,2562369414126.2,2375240560690.68,2584308612675.84,2932929950412.48,3135973488273.31,..
Mexico,MEX,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.7361297440288,24.3433923355958,23.8923507095274,23.47749306333,22.1485426409257,20.2366593515309,21.707493930309,22.8113734595788,24.5819886861257,..
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,19.5727021142392,20.6541116351274,21.1680967750153,20.8917456407643,20.4068584131191,21.5074249745377,19.8113406398377,20.5343692257849,17.5686775936758,..
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,96,76,97,73,92,99,86,76,..
Mexico,MEX,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.2502019889402,38.8746261573743,39.438037420838,41.1687312149645,38.9323214713109,37.6191836167519,42.5001044268083,45.6549555869321,37.1760448278547,..
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,..,5,..,5.2,..,5.3,..,5.6,..,..
Mexico,MEX,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,30.8402535936115,30.6167913885108,31.9586846731805,32.0438654544068,31.8382961346664,30.9999803878962,31.9695289887429,33.0725119241082,31.5593119973589,..
Mexico,MEX,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.22542892692515,6.07758782303863,6.56759492961866,5.20449997011548,4.31901022867262,4.61979011759097,4.48797277024499,6.49719200406193,4.45991367594138,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.431,74.376,74.261,74.301,74.53,70.449,69.75,73.973,75.069,..
Mexico,MEX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,64.7684482958816,69.3622338984454,70.6808449355994,73.8317173427332,71.1385313076166,72.2927901819145,77.2768946533751,82.2243777784152,67.881683605457,..
