Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,63.879,58.79,55.022,49.926,41.751,31.492,28.54,25.767,26.414,..
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,..,..,..
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.6,98.4,93.9,99.5,99.6,98.8,..,..,..,..
Argentina,ARG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,70.1027087175867,..,..,..,..
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,40.4276279370297,37.9322482578709,38.8683983871173,..,37.8443440962428,45.7796388175674,40.7222722878412,41.5386944065745,79.3319820963556,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3140.46420669387,3104.98925144338,3005.76483124641,2971.34364838317,2876.71852724712,2827.42739776861,2942.91077511635,2833.11909750338,..,..
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1919.75859208058,1889.87018853289,1874.82963739464,1806.77623499039,1777.41507710553,1624.17555252173,1741.65240212881,1808.99849167635,..,..
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.7056520504538,12.5270951690009,11.3202833596733,14.4366857499034,17.9248783778462,16.6054144372484,18.0667091690365,16.248014443903,12.7492457826544,..
Argentina,ARG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,187972586465.6,191717702190.7,236683642186.1,296726558406.2,299354360388,275474929878.8,266759890414,266900361822,266167259703.1,..
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.35,2.241,2.168,2.067,1.882,1.601,1.585,1.482,1.5,..
Argentina,ARG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,11758994011.286,3260164341.77393,11516861462.2845,11716769818.7543,6649187837.98606,4884127675.95708,6658049679.27728,15200600517.715,23866141439.654,..
Argentina,ARG,Forest area (sq. km),AG.LND.FRST.K2,290970,290100,288990,287910,286810,285730,284636.667,283552.222,..,..
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,594749285413.212,557532320662.955,643628393281.364,524819892360.176,447754683615.225,385740508436.965,486564085480.036,632790070063.124,646075277525.125,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,..
Argentina,ARG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,12500,12130,13070,12390,11210,9040,10070,11820,12890,..
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19530,19660,22790,23540,22590,21790,25770,29050,29460,..
Argentina,ARG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,543279945585.475,532504167159.506,578798149500.896,553193024104.448,504056284870.866,408628794998.707,456257174738.439,536800679798.868,586900838956.78,..
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,848959683417.303,863207236895.477,1009263951777.66,1051149861699.34,1016089122555.92,984724060445.269,1167816126453.34,1319279474947.33,1341603252329.93,..
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.0707048841583,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.4151557410245,18.0762892471421,17.2797984562396,19.3715390134256,..
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,9.22572828013488,8.9823994804111,9.20544177021613,5.40298410146417,5.21279058881723,6.90388925607922,4.42289139264312,4.75157524338594,5.44959440578319,..
Argentina,ARG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,90,89,94,86,77,86,85,80,..
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.7805740385254,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.5982843701675,15.0119803984295,15.2996935612041,13.8912663507893,..
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,..,4.9,5,4.9,4.6,4.7,5,5.4,..,..
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.4088763711802,23.4994644263761,24.0075527787773,25.0563816101503,..
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0830878011993,53.8020877665554,69.8760842459268,135.368876310592,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,19.6703052646326,20.4045569707469,19.5114139324649,24.2488903055263,25.5139709712499,25.2086565639736,29.0029626540922,26.8602508226851,21.7471562351395,..
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.850128597463815,0.809245362717563,0.84775481125944,0.732300347538541,0.699696134379197,0.734111593948744,0.630055381810861,0.686383404283536,0.472747196738259,..
Argentina,ARG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,142.9639551,145.9179567,140.5014607,131.9371685,125.9409814,121.6001889,130.4550081,132.3578095,..,..
Argentina,ARG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.7,11.4,11,10.7,10.5,10.3,10,9.8,9.6,..
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,106.0819485843,103.0075883754,104.24246564,103.3360441909,103.9751808948,113.8988462454,..,..,..
Argentina,ARG,Net migration,SM.POP.NETM,5464,5215,4931,5742,5397,292,314,5589,4133,3454
Argentina,ARG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,-18870000.8392334,2619999.88555908,-1169999.95708466,73220001.2207031,8890000.34332275,101730003.356934,155259994.506836,384070007.324219,..,..
Argentina,ARG,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,494433532.139966,391579047.663514,479937459.808431,522441503.008565,561398444.719758,648090050.021815,902789422.017933,1056459895.66862,1009693898.95111,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.8867142423877,16.0413905118958,16.1833799224611,16.3171137395905,16.4335255363231,16.5133665121004,16.5573305708721,16.5922716858687,..,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089,..
Argentina,ARG,"Population, total",SP.POP.TOTL,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,..
Argentina,ARG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.7,0.6,1,1.1,1.2,0.9,0.6,..,..
Argentina,ARG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,30.3,25.7,32,35.5,42,37.3,39.2,..,..
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,..,..
Argentina,ARG,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,2,..,..,..,..,..,..
Argentina,ARG,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,106.053131103516,106.544448852539,101.581809997559,100.281806945801,100.38289642334,103.837791442871,105.479530334473,103.231628417969,..,..
Argentina,ARG,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,22.1490803040164,21.2567013071388,19.3371239744582,17.7024483876111,18.7362995826707,17.4787021945702,18.0764987503097,17.9272315382489,..,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.778198242188,112.944267272949,111.681457519531,111.545608520508,111.36531829834,110.617813110352,110.156112670898,108.722412109375,..,..
Argentina,ARG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02838003635406,1.02081000804901,1.01962995529175,1.02131998538971,1.02056002616882,1.0242600440979,..,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,107.549072265625,109.645942687988,110.412406921387,109.696998596191,110.498527526855,112.416679382324,116.559448242188,115.434867858887,..,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.3365069418291,12.0972836411962,10.939623860491,9.99239008384335,10.5943975145081,10.8658963820494,11.5000669715845,11.1228688536464,..,..
Argentina,ARG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,7.4,7.52859334896618,7.5,7.40512875012761,9.4,9.4,9.4,9.6,9.6,9.7
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,24.733642858859,35.8834637729343,51.7302547597257,51.5485845475577,51.0995074768097,43.0976319782414,31.0245129800709,33.2585875077557,51.3539448345211,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.18505436466263,1.10433531557669,1.01430816498057,0.9547647881172,0.842521815308169,0.615028911928924,0.393904283014769,0.338668250794531,0.412511398836538,..
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,97.6,99.3,100,99.9,100,100,100,100,100,..
